Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_MMOP,SQ_ACTIVE_INST_MMOP,SQ_INSTS_VALU,SQ_ACTIVE_INST_VALU,SQ_WAVES,DispatchNs,BeginNs,EndNs,CompleteNs
10,"kernel_unified_attention_3d.kd",8,0,24,466181,466181,16384,256,16896,0,248,0,64,64,0x0,0x7f3f361b8e00,384000,768000,3183520,3747520,256,2875558434918968,2875561369116524,2875561369241644,2875561369259663
11,"reduce_segments.kd",8,0,25,466181,466181,6144,256,4096,0,36,0,32,64,0x0,0x7f3f2a718980,0,0,22752,25632,96,2875561619297528,2875561620233948,2875561620241788,2875561620261057
